[00:00:01	][IC] Lorf: Pora pracować.
[19:25:07	]Bonaventura Flamenco entered observer.
[19:25:07	]Bonaventura Flamenco exited observer at their location.
[19:25:08	]Bonaventura Flamenco entered observer.
[19:25:13	][OOC] Satordi Lavoie: te unbreakable chyba nie dziala
[19:25:13	]Satordi Lavoie entered observer.
[19:25:14	]Bonaventura Flamenco exited observer at their location.
[19:25:14	][OOC] Satordi Lavoie: xD
[19:25:15	]Bonaventura Flamenco entered observer.
[19:25:15	]Bonaventura Flamenco exited observer at their location.
[19:25:20	]Satordi Lavoie exited observer at their location.
[19:25:20	]Satordi Lavoie entered observer.
[19:25:22	]Wenli loaded the character 'Wenli'
[19:25:24	]Wenli entered observer.
[19:25:26	]Wenli exited observer at their location.
[19:25:28	]Wenli entered observer.
[19:25:32	]Satordi Lavoie exited observer at their location.
[19:25:33	]Satordi Lavoie entered observer.
[19:25:36	]William Brown exited observer at their location.
[19:25:37	]William Brown entered observer.
[19:25:38	]William Brown exited observer at their location.
[19:25:38	]William Brown entered observer.
[19:25:39	]William Brown exited observer at their location.
[19:25:39	]William Brown entered observer.
[19:25:40	]William Brown exited observer at their location.
[19:25:43	][OOC] Satordi Lavoie: albo sie nie persistuje
[19:25:45	]Satordi Lavoie exited observer at their location.
[19:25:46	]Satordi Lavoie entered observer.
[19:25:48	]William Brown entered observer.
[19:25:54	][OOC] Satordi Lavoie: zrestartuje serwer 
[19:26:00	][OOC] Satordi Lavoie: chyba ze ktos cos robi
[19:26:01	]Wenli exited observer at their location.
[19:26:05	][IC] Wenli: Fuj czarnuch.
[19:26:06	]Wenli entered observer.
[19:26:11	][OOC] Satordi Lavoie: w sumie zmienie mape na tą samą i elo
[19:26:11	]Wenli exited observer at their location.
[19:26:12	]Wenli entered observer.
[19:26:13	]Satordi Lavoie ran SAM command 'menu' with arguments: ''
[19:26:13	]Wenli exited observer at their location.
[19:26:14	]Wenli entered observer.
[19:26:14	]Wenli exited observer at their location.
[19:26:15	]Wenli entered observer.
[19:26:15	]Wenli exited observer at their location.
[19:26:16	]Wenli entered observer.
[19:26:17	]Wenli exited observer at their location.
[19:26:18	]Wenli entered observer.
[19:26:18	]Wenli exited observer at their location.
[19:26:19	]Wenli entered observer.
[19:26:20	]Wenli exited observer at their location.
[19:26:20	]Wenli entered observer.
[19:26:20	]Wenli exited observer at their location.
[19:26:21	]Wenli entered observer.
[19:26:21	]Wenli exited observer at their location.
[19:26:24	]Wenli entered observer.
[19:26:24	]Wenli exited observer at their location.
[19:26:25	]Wenli entered observer.
[19:26:25	]Wenli exited observer at their location.
[19:26:26	]Wenli entered observer.
[19:26:27	]Wenli exited observer at their location.
[19:26:29	]Wenli entered observer.
[19:26:30	]Wenli exited observer at their location.
[19:26:31	]Wenli entered observer.
[19:26:32	]Wenli exited observer at their location.
[19:26:33	]Wenli entered observer.
[19:26:33	]Wenli exited observer at their location.
[19:26:34	]Wenli entered observer.
[19:26:35	]Wenli exited observer at their location.
[19:26:35	]Wenli entered observer.
[19:26:35	]Wenli exited observer at their location.
[19:26:43	]Wenli entered observer.
[19:26:44	]Wenli exited observer at their location.
[19:26:45	]Wenli entered observer.
[19:26:46	]Wenli exited observer at their location.
[19:26:47	]Wenli entered observer.
[19:26:47	]Wenli exited observer at their location.
[19:26:55	]Bonaventura Flamenco entered observer.
[19:26:57	]Bonaventura Flamenco exited observer at their location.
[19:26:58	]Wenli entered observer.
[19:26:58	][OOC] Satordi Lavoie: w sumie restart jednak
[19:26:59	]Satordi Lavoie exited observer at their location.
[19:26:59	]Wenli exited observer at their location.
[19:27:00	]Wenli entered observer.
[19:27:01	]Wenli exited observer at their location.
[19:27:02	]Wenli entered observer.
[19:27:03	]Wenli exited observer at their location.
[19:30:02	]inkaaz has connected.
[19:30:08	]Wenli has connected.
[19:30:35	]Recik has connected.
[19:30:49	]Wenli loaded the character 'Wenli'
[19:30:50	]Wenli has taken 4 damage from worldspawn.
[19:30:52	]Wenli entered observer.
[19:30:54	]Wenli ran SAM command 'hp' with arguments: '^' '100'
[19:30:55	]Wenli exited observer at their location.
[19:30:56	]inkaaz loaded the character 'inkaaz'
[19:30:56	]Wenli entered observer.
[19:30:59	]Wenli is fully healed.
[19:31:00	]inkaaz is fully healed.
[19:31:02	]inkaaz entered observer.
[19:31:05	]Wenli exited observer at their location.
[19:31:05	]Wenli entered observer.
[19:31:07	]Wenli exited observer at their location.
[19:31:08	]Wenli entered observer.
[19:31:08	]Wenli exited observer at their location.
[19:31:09	]Wenli entered observer.
[19:31:10	]inkaaz exited observer at their location.
[19:31:17	][OOC] inkaaz: mhm
[19:31:21	][OOC] inkaaz: te propy znikają
[19:31:27	][OOC] inkaaz: jak ktos je rozjebie
[19:31:35	]Wenli exited observer at their location.
[19:31:35	]Wenli entered observer.
[19:31:39	]inkaaz ran SAM command 'bring' with arguments: 'wenli'
[19:31:40	]Wenli exited observer at their location.
[19:31:40	][IC] inkaaz: Saj.
[19:31:41	]inkaaz entered observer.
[19:31:42	]inkaaz exited observer at their location.
[19:31:47	]inkaaz has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[19:31:56	][IC] Wenli: Sekunda.
[19:31:59	]inkaaz has spawned 'models/props_c17/FurnitureTable003a.mdl'.
[19:32:08	]Recik loaded the character 'William Brown'
[19:32:13	]William Brown is fully healed.
[19:32:15	]inkaaz has enabled persistence for 'models/props_c17/furnituretable003a.mdl'.
[19:32:15	]inkaaz has used a context menu option with the name: persist
[19:32:19	]inkaaz has fired a toolgun with the name: unbreakable
[19:32:22	]inkaaz has spawned 'models/props_c17/FurnitureTable002a.mdl'.
[19:32:23	]Wenli entered observer.
[19:32:23	]inkaaz has spawned 'models/props_c17/FurnitureTable003a.mdl'.
[19:32:24	]inkaaz has fired a toolgun with the name: unbreakable
[19:32:24	]Wenli exited observer at their location.
[19:32:25	]Wenli entered observer.
[19:32:25	]Wenli exited observer at their location.
[19:32:26	]Wenli entered observer.
[19:32:27	]Wenli exited observer at their location.
[19:32:27	]William Brown entered observer.
[19:32:30	]Wenli entered observer.
[19:32:31	]Wenli exited observer at their location.
[19:32:39	]Wenli entered observer.
[19:32:39	]Wenli exited observer at their location.
[19:32:40	]Wenli entered observer.
[19:32:40	]inkaaz has fired a toolgun with the name: unbreakable
[19:32:40	]Wenli exited observer at their location.
[19:32:44	]inkaaz has enabled persistence for 'models/props_c17/furnituretable001a.mdl'.
[19:32:44	]inkaaz has used a context menu option with the name: persist
[19:32:48	]inkaaz has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[19:32:58	]inkaaz has fired a toolgun with the name: unbreakable
[19:32:59	]inkaaz has enabled persistence for 'models/props_c17/furnituretable001a.mdl'.
[19:32:59	]inkaaz has used a context menu option with the name: persist
[19:33:02	]inkaaz has spawned 'models/props_c17/FurnitureTable002a.mdl'.
[19:33:05	]inkaaz has fired a toolgun with the name: unbreakable
[19:33:07	]inkaaz has enabled persistence for 'models/props_c17/furnituretable002a.mdl'.
[19:33:07	]inkaaz has used a context menu option with the name: persist
[19:33:12	]Pozytyw has connected.
[19:33:23	]inkaaz has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[19:33:26	]inkaaz has enabled persistence for 'models/props_c17/furnituretable001a.mdl'.
[19:33:26	]inkaaz has used a context menu option with the name: persist
[19:33:28	]inkaaz has fired a toolgun with the name: unbreakable
[19:33:31	]inkaaz has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[19:33:35	]inkaaz has used a context menu option with the name: collision_off
[19:33:43	]inkaaz has used a context menu option with the name: collision_off
[19:33:51	]inkaaz has enabled persistence for 'models/props_c17/furnituretable001a.mdl'.
[19:33:51	]inkaaz has used a context menu option with the name: persist
[19:33:53	]inkaaz has used a context menu option with the name: collision_on
[19:33:56	]inkaaz has used a context menu option with the name: collision_off
[19:33:58	]inkaaz has disabled persistence for 'models/props_c17/furnituretable001a.mdl'.
[19:33:58	]inkaaz has used a context menu option with the name: persist_end
[19:34:04	]inkaaz has used a context menu option with the name: collision_on
[19:34:05	]inkaaz has enabled persistence for 'models/props_c17/furnituretable001a.mdl'.
[19:34:05	]inkaaz has used a context menu option with the name: persist
[19:34:06	]inkaaz has used a context menu option with the name: collision_on
[19:34:07	]inkaaz has disabled persistence for 'models/esther/objects/candle_clump_001.mdl'.
[19:34:07	]inkaaz has used a context menu option with the name: persist_end
[19:34:08	]inkaaz has enabled persistence for 'models/esther/objects/candle_clump_001.mdl'.
[19:34:08	]inkaaz has used a context menu option with the name: persist
[19:34:09	]inkaaz has disabled persistence for 'models/props_c17/furnituretable001a.mdl'.
[19:34:09	]inkaaz has used a context menu option with the name: persist_end
[19:34:10	]inkaaz has used a context menu option with the name: persist_end
[19:34:19	]Pozytyw loaded the character 'Bonaventura Flamenco'
[19:34:21	]inkaaz has unloaded their "inkaaz" character.
[19:34:24	]Bonaventura Flamenco is fully healed.
[19:34:24	]inkaaz loaded the character 'inkaaz'
[19:34:29	]William Brown exited observer at their location.
[19:34:29	]inkaaz has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[19:34:34	]Recik has unloaded their "William Brown" character.
[19:34:40	]inkaaz has fired a toolgun with the name: unbreakable
[19:34:41	]inkaaz has enabled persistence for 'models/props_c17/furnituretable001a.mdl'.
[19:34:41	]inkaaz has used a context menu option with the name: persist
[19:34:41	]Recik loaded the character 'AAAAAAAAaaaaaa aaaaaa'
[19:34:42	][IC] Wenli: Dzięki.
[19:34:43	]AAAAAAAAaaaaaa aaaaaa entered observer.
[19:34:46	]AAAAAAAAaaaaaa aaaaaa is fully healed.
[19:34:46	][IC] Wenli: Nie wiem czemu się usunęło.
[19:34:50	]AAAAAAAAaaaaaa aaaaaa exited observer at their location.
[19:34:50	]inkaaz has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[19:34:51	][IC] Wenli: Dziwna sprawa.
[19:34:53	][IC] inkaaz: Co tu było.
[19:34:56	][IC] Wenli: Szafka.
[19:34:58	][IC] inkaaz: Bo to zniszczysz.
[19:34:58	][IC] Wenli: A na niej radio.
[19:35:02	][IC] inkaaz: To nie.
[19:35:03	][IC] inkaaz: Wraca juz.
[19:35:10	][IC] inkaaz: A unbreakable sie nie persistuje chyba.
[19:35:11	][IC] Wenli: Aaa.
[19:35:14	][IC] Wenli: Przewalone.
[19:35:20	][IC] inkaaz: Stara mapa.
[19:35:24	][IC] inkaaz: C24 miala fajne sposoby.
[19:35:27	][IC] inkaaz: Na design.
[19:35:29	][IC] inkaaz: Stołów itd.
[19:35:31	][IC] inkaaz: Wysle screeny potem.
[19:35:43	]inkaaz has fired a toolgun with the name: unbreakable
[19:35:45	]inkaaz has enabled persistence for 'models/props_c17/furnituretable001a.mdl'.
[19:35:45	]inkaaz has used a context menu option with the name: persist
[19:35:49	][IC] inkaaz: Jaka szafka.
[19:35:50	]inkaaz has spawned 'models/props_c17/FurnitureDrawer001a.mdl'.
[19:35:51	][IC] inkaaz: Taka?
[19:35:55	][IC] Wenli: Inna.
[19:35:59	][IC] Wenli: Nie mają.
[19:36:05	][IC] Wenli: Czekaj.
[19:36:10	][IC] Wenli: Inny stolik.
[19:36:12	][IC] Wenli: Poprosi się ich.
[19:36:13	]inkaaz has spawned 'models/props_c17/FurnitureTable002a.mdl'.
[19:36:13	][IC] Wenli: Jak wbiją.
[19:36:19	][IC] Wenli: To była taka komoda.
[19:36:26	][IC] Wenli: Kaktus na dole.
[19:36:27	]inkaaz has spawned 'models/props_interiors/Furniture_Desk01a.mdl'.
[19:36:30	][IC] Wenli: A u góry było radio.
[19:36:36	][IC] Wenli: Było miejsce na dole i u góry.
[19:36:36	][IC] inkaaz: To niegmodowe.
[19:36:37	][IC] inkaaz: Ta?
[19:36:43	][IC] Wenli: Chyba ta.
[19:37:28	]AAAAAAAAaaaaaa aaaaaa has taken 5 damage from Bonaventura Flamenco.
[19:37:28	]Bonaventura Flamenco zranił AAAAAAAAaaaaaa aaaaaa, zadając 5 za pomocą ix_hands
[19:37:30	][IC] AAAAAAAAaaaaaa aaaaaa: Zabije cie zara.
[19:37:31	]inkaaz has spawned 'models/props_furniture/cafe_cabinet1.mdl'.
[19:37:31	]AAAAAAAAaaaaaa aaaaaa has taken 5 damage from Bonaventura Flamenco.
[19:37:31	]Bonaventura Flamenco zranił AAAAAAAAaaaaaa aaaaaa, zadając 5.0003 za pomocą ix_hands
[19:37:33	][IC] inkaaz: XD.
[19:37:40	][IC] Wenli: O kurwa.
[19:37:49	]inkaaz has spawned 'models/props_c17/FurnitureTable002a.mdl'.
[19:37:59	]inkaaz has used a context menu option with the name: collision_off
[19:38:00	]inkaaz has used a context menu option with the name: collision_off
[19:38:13	]inkaaz has used a context menu option with the name: collision_on
[19:38:53	]inkaaz has spawned 'models/props/cs_italy/winerack_small.mdl'.
[19:39:03	]inkaaz has spawned 'models/props/cs_militia/table_shed.mdl'.
[19:39:07	]Bonaventura Flamenco used command '/ActDown'.
[19:39:10	]Bonaventura Flamenco used command '/ExitAct'.
[19:39:13	]Bonaventura Flamenco entered observer.
[19:39:14	]Bonaventura Flamenco exited observer at their location.
[19:39:14	]Bonaventura Flamenco used command '/ActDown'.
[19:39:18	]Bonaventura Flamenco used command '/ExitAct'.
[19:39:19	]Bonaventura Flamenco used command '/ActDown'.
[19:39:21	]Bonaventura Flamenco used command '/ExitAct'.
[19:39:22	]Bonaventura Flamenco used command '/ActDown'.
[19:39:23	]Bonaventura Flamenco used command '/ExitAct'.
[19:39:24	]Bonaventura Flamenco entered observer.
[19:39:27	]Bonaventura Flamenco exited observer at their location.
[19:39:27	]inkaaz has spawned 'models/props/de_inferno/picture3.mdl'.
[19:39:29	]Bonaventura Flamenco used command '/ActDown'.
[19:39:30	]Bonaventura Flamenco used command '/ExitAct'.
[19:39:31	]inkaaz has spawned 'models/props/de_inferno/tablecoffee.mdl'.
[19:39:34	][IC] inkaaz: Ładny stolik.
[19:39:36	]inkaaz has spawned 'models/props/de_inferno/tableantique.mdl'.
[19:39:38	]Bonaventura Flamenco used command '/CharFallOver'.
[19:39:40	]Bonaventura Flamenco used command '/CharGetUp'.
[19:39:43	]AAAAAAAAaaaaaa aaaaaa entered observer.
[19:39:43	][IC] inkaaz: Css de_inferno.
[19:39:52	][IC] AAAAAAAAaaaaaa aaaaaa: Tu komada stała.
[19:39:54	]Bonaventura Flamenco used command '/CharGetUp'.
[19:39:55	][IC] AAAAAAAAaaaaaa aaaaaa: Komoda*.
[19:40:01	]Bonaventura Flamenco used command '/CharFallOver'.
[19:40:03	][IC] inkaaz: Nie wiem o jakiej komodzie mówisz.
[19:40:12	]Wenli has spawned 'models/props_interiors/furniture_cabinetdrawer02a.mdl'.
[19:40:13	][IC] Wenli: O.
[19:40:18	]Wenli has spawned 'models/props_interiors/furniture_cabinetdrawer01a.mdl'.
[19:40:23	]Wenli has spawned 'models/props_interiors/furniture_cabinetdrawer02a.mdl'.
[19:40:26	][IC] Wenli: Troche w takim stylu.
[19:40:31	][IC] inkaaz: Inna?
[19:40:32	]inkaaz has taken 10 damage from Wenli.
[19:40:34	][IC] Wenli: Sorka.
[19:40:39	][IC] Wenli: No kaktus musi stać na niej.
[19:40:40	]Wenli has spawned 'models/props_interiors/furniture_cabinetdrawer02a.mdl'.
[19:40:46	]inkaaz has used a context menu option with the name: collision_off
[19:40:51	]inkaaz has used a context menu option with the name: collision_on
[19:41:55	]AAAAAAAAaaaaaa aaaaaa exited observer at their location.
[19:42:00	]Wenli has spawned 'models/c24_exterior/c24_cityposters.mdl'.
[19:42:01	]Pozytyw (STEAM_0:0:84397718) has disconnected.
[19:42:06	]Wenli has spawned 'models/props_furniture/cafe_cabinet1.mdl'.
[19:42:10	]Wenli entered observer.
[19:42:22	]Wenli exited observer at their location.
[19:42:46	]Wenli has spawned 'models/props/cs_havana/bookcase_small.mdl'.
[19:42:50	]AAAAAAAAaaaaaa aaaaaa entered observer.
[19:43:11	]inkaaz has enabled persistence for 'models/props_c17/furnituretable001a.mdl'.
[19:43:11	]inkaaz has used a context menu option with the name: persist
[19:43:18	]inkaaz has enabled persistence for 'models/props_c17/furnituretable002a.mdl'.
[19:43:18	]inkaaz has used a context menu option with the name: persist
[19:43:27	]Wenli has spawned 'models/props_interiors/Furniture_Desk01a.mdl'.
[19:43:45	]inkaaz entered observer.
[19:43:46	]Wenli has spawned 'models/c24_interior/c24_int_pillarbase.mdl'.
[19:44:11	]inkaaz exited observer at their location.
[19:44:21	]inkaaz entered observer.
[19:44:45	]inkaaz exited observer at their location.
[19:44:48	]inkaaz entered observer.
[19:44:49	]inkaaz exited observer at their location.
[19:44:50	]inkaaz entered observer.
[19:44:50	]inkaaz exited observer at their location.
[19:44:51	]inkaaz entered observer.
[19:44:51	]inkaaz exited observer at their location.
[19:44:53	]inkaaz entered observer.
[19:44:54	]inkaaz exited observer at their location.
[19:44:55	]inkaaz entered observer.
[19:44:56	]Wenli entered observer.
[19:44:56	]inkaaz exited observer at their location.
[19:44:59	]inkaaz entered observer.
[19:45:01	]inkaaz exited observer at their location.
[19:45:06	]Wenli exited observer at their location.
