[09:24:00	]doctor sex has connected.
[14:12:38	]Igor Makarov exited observer at their location.
[14:12:40	]Polat Kara ran 'drop' on item 'Crowbar' (#22731)
[14:12:40	]Polat Kara has lost a 'Crowbar' #22731.
[14:12:41	]Igor Makarov entered observer.
[14:12:42	]Igor Makarov exited observer at their location.
[14:12:44	][Y] Ford Noyer: KAHAHAHAHA.
[14:12:46	]C24:i5.UNION-11 has taken 39 damage from Igor Makarov.
[14:12:47	]C24:i5.UNION-11 has taken 39 damage from Igor Makarov.
[14:12:47	]Harry David opened the 'Dropped Items' #3026 container.
[14:12:47	]C24:i5.UNION-11 has gained a '17rnd Usp-Şarjörü' #21750.
[14:12:47	]C24:i5.UNION-11 was knocked unconscious and is bleeding out.
[14:12:50	]Harry David has gained a 'Sağlık Kiti' #20207 from a container with the name 'Dropped Items' #3026.
[14:12:51	]Harry David closed the 'Dropped Items' #3026 container.
[14:12:51	]Polat Kara ran 'take' on item 'Crowbar' (#22731)
[14:12:51	]Polat Kara has gained a 'Crowbar' #22731.
[14:12:55	]Polat Kara ran 'drop' on item 'Crowbar' (#22731)
[14:12:55	]Polat Kara has lost a 'Crowbar' #22731.
[14:12:59	]Harry David ran 'Equip' on item 'Beyaz işbirlikçi kol bandı' (#21379)
[14:13:04	]Harry David ran 'combine' on item 'Tıbbi Çanta' (#20208)
[14:13:05	]Harry David ran 'combine' on item 'Tıbbi Çanta' (#20188)
[14:13:20	]Ford Noyer used command '/CharSearch'.
[14:13:23	]Harry David ran 'combine' on item 'Tıbbi Çanta' (#20208)
[14:13:28	]Ford Noyer has gained a 'Stunstick' #21724 from a container with the name 'C24:i5.UNION-11' #2832.
[14:13:33	]Igor Makarov has critically hit C24:i5.UNION-11 in the right leg dealing 16 damage (CritChance was 0.84).
[14:13:33	]C24:i5.UNION-11 was killed while bleeding out.
[14:13:33	]Igor Makarov has killed C24:i5.UNION-11 with player.
[14:13:33	]C24:i5.UNION-11 has dropped: SK Üniforması (#21725); 30x 9mm Tabanca Mermisi (#22610); 17rnd Usp-Şarjörü (#21750); 13x 9mm Tabanca Mermisi (#22611); 17rnd Usp-Şarjörü (#21759); 13x 9mm Tabanca Mermisi (#22691); 1x Lastik Kelepçe (#21728); Sivil Koruma Rasyonu (#22732); 30x 9mm Tabanca Mermisi (#22621); 4x Dikişli Kumaş (#22630); Flashlight (#21794); 13x 9mm Tabanca Mermisi (#22622); Combine Filter (#21730); 30x 9mm Tabanca Mermisi (#22693); 2x Dikişli Kumaş (#22694); USP-45 (#21739); SK Maskesi (#21723); Combine Filter (#21731); #54142 Kimlik Kartı (#20591); 30x 9mm Tabanca Mermisi (#22692);
[14:13:34	]Harry David ran 'combine' on item 'Dezenfekte Bandaj Rulosu' (#22684)
[14:13:35	][LOOC] C24:i5.UNION-11: rp moksa
[14:13:35	]Igor Makarov opened the 'Dropped Items' #3027 container.
[14:13:35	]Igor Makarov closed the 'Dropped Items' #3027 container.
[14:13:38	][LOOC] C24:i5.UNION-11: ya ananı
[14:13:38	]Harry David ran 'combine' on item 'Dezenfekte Bandaj Rulosu' (#22684)
[14:13:39	]Ford Noyer ran 'Equip' on item 'Stunstick' (#21724)
[14:13:41	]C24:i5.UNION-11 entered observer.
[14:13:43	]Harry David ran 'combine' on item 'Bandaj Rulosu' (#22605)
[14:13:44	]Igor Makarov opened the 'Dropped Items' #3027 container.
[14:13:46	]Harry David ran 'combine' on item 'Tıbbi Çanta' (#20208)
[14:13:46	]Igor Makarov has gained a 'USP-45' #21739 from a container with the name 'Dropped Items' #3027.
[14:13:47	]Igor Makarov has gained a '9mm Tabanca Mermisi' #22622 from a container with the name 'Dropped Items' #3027.
[14:13:48	]C24:i5.UNION-11 exited observer at their location.
[14:13:48	]Igor Makarov has gained a '9mm Tabanca Mermisi' #22621 from a container with the name 'Dropped Items' #3027.
[14:13:49	]John Brookly ran SAM command 'goto' with arguments: '11'
[14:13:49	]Igor Makarov has gained a '9mm Tabanca Mermisi' #22610 from a container with the name 'Dropped Items' #3027.
[14:13:52	]Igor Makarov has gained a '9mm Tabanca Mermisi' #22611 from a container with the name 'Dropped Items' #3027.
[14:13:53	]Igor Makarov has gained a '9mm Tabanca Mermisi' #22692 from a container with the name 'Dropped Items' #3027.
[14:13:54	]C24:i5.UNION-11 entered observer.
[14:13:54	]John Freeman opened the 'Dropped Items' #3027 container.
[14:13:55	]Igor Makarov has gained a '9mm Tabanca Mermisi' #22691 from a container with the name 'Dropped Items' #3027.
[14:13:56	]Igor Makarov has gained a '17rnd Usp-Şarjörü' #21759 from a container with the name 'Dropped Items' #3027.
[14:13:56	][LOOC] John Brookly: nolyuo
[14:13:57	]Igor Makarov closed the 'Dropped Items' #3027 container.
[14:13:57	]Igor Makarov has gained a '17rnd Usp-Şarjörü' #21750 from a container with the name 'Dropped Items' #3027.
[14:13:57	]Igor Makarov closed the 'Dropped Items' #3027 container.
[14:13:59	][LOOC] John Brookly: noluyo
[14:14:04	]Harry David ran 'combine' on item 'Tıbbi Çanta' (#20208)
[14:14:06	]John Freeman opened the 'Dropped Items' #3027 container.
[14:14:08	]John Brookly used command '/PM 11 ?'.
[14:14:10	]John Freeman has gained a 'Flashlight' #21794 from a container with the name 'Dropped Items' #3027.
[14:14:10	]Harry David ran 'combine' on item 'Tıbbi Çanta' (#20208)
[14:14:11	]John Freeman has gained a 'Sivil Koruma Rasyonu' #22732 from a container with the name 'Dropped Items' #3027.
[14:14:13	]John Brookly opened the 'Dropped Items' #3027 container.
[14:14:13	]Harry David ran 'combine' on item 'Tıbbi Çanta' (#20208)
[14:14:16	]John Freeman has gained a 'Dikişli Kumaş' #22630 from a container with the name 'Dropped Items' #3027.
[14:14:17	]John Freeman ran 'combine' on item 'Dikişli Kumaş' (#22630)
[14:14:18	]Victorian (STEAM_0:0:577700614) deleted character 'C24:i5.UNION-11'
[14:14:18	]John Freeman has gained a 'Lastik Kelepçe' #21728 from a container with the name 'Dropped Items' #3027.
[14:14:19	]John Freeman closed the 'Dropped Items' #3027 container.
[14:14:20	]John Freeman closed the 'Dropped Items' #3027 container.
[14:14:21	]Victorian loaded the character 'C24:RCT.YELLO-76'
[14:14:23	]John Freeman opened the 'Dropped Items' #3027 container.
[14:14:23	]John Brookly is admin-searching John Freeman's inventory.
[14:14:23	]John Brookly has used a context menu option with the name: ixviewinventory
[14:14:26	]John Brookly has closed John Freeman's inventory.
[14:14:28	]John Freeman has gained a 'SK Maskesi' #21723 from a container with the name 'Dropped Items' #3027.
[14:14:29	]Ford Noyer opened the 'Dropped Items' #3027 container.
[14:14:29	]John Freeman ran 'combine' on item 'Dikişli Kumaş' (#22630)
[14:14:31	]Igor Makarov entered observer.
[14:14:31	]John Freeman has gained a 'Dikişli Kumaş' #22694 from a container with the name 'Dropped Items' #3027.
[14:14:33	]John Brookly exited observer at their location.
[14:14:34	]John Freeman has gained a '9mm Tabanca Mermisi' #22693 from a container with the name 'Dropped Items' #3027.
[14:14:34	]John Freeman closed the 'Dropped Items' #3027 container.
[14:14:36	]John Freeman opened the 'Dropped Items' #3027 container.
[14:14:37	][LOOC] John Brookly: naptın
[14:14:37	]Ford Noyer has gained a 'Combine Filter' #21730 from a container with the name 'Dropped Items' #3027.
[14:14:37	][IC] Igor Makarov: !r.
[14:14:38	]Ford Noyer has gained a 'Combine Filter' #21731 from a container with the name 'Dropped Items' #3027.
[14:14:38	][LOOC] John Brookly: sen yine
[14:14:39	]John Freeman has gained a '#54142 Kimlik Kartı' #20591 from a container with the name 'Dropped Items' #3027.
[14:14:39	]John Freeman closed the 'Dropped Items' #3027 container.
[14:14:40	]John Freeman closed the 'Dropped Items' #3027 container.
[14:14:40	]Igor Makarov ran 'drop' on item 'USP-45' (#21739)
[14:14:40	]Igor Makarov has lost a 'USP-45' #21739.
[14:14:40	]Igor Makarov ran 'drop' on item '9mm Tabanca Mermisi' (#22622)
[14:14:40	]Igor Makarov has lost a '9mm Tabanca Mermisi' #22622.
[14:14:41	]Igor Makarov ran 'drop' on item '9mm Tabanca Mermisi' (#22621)
[14:14:41	]Igor Makarov has lost a '9mm Tabanca Mermisi' #22621.
[14:14:41	]Igor Makarov ran 'drop' on item '9mm Tabanca Mermisi' (#22610)
[14:14:41	]Igor Makarov has lost a '9mm Tabanca Mermisi' #22610.
[14:14:42	]Harry David ran 'combine' on item 'Tıbbi Çanta' (#20208)
[14:14:42	]Igor Makarov ran 'drop' on item '9mm Tabanca Mermisi' (#22611)
[14:14:42	]Igor Makarov has lost a '9mm Tabanca Mermisi' #22611.
[14:14:42	]Igor Makarov ran 'drop' on item '9mm Tabanca Mermisi' (#22692)
[14:14:42	]Igor Makarov has lost a '9mm Tabanca Mermisi' #22692.
[14:14:43	]John Freeman ran 'take' on item 'USP-45' (#21739)
[14:14:43	]John Freeman has gained a 'USP-45' #21739.
[14:14:43	]Igor Makarov ran 'drop' on item '9mm Tabanca Mermisi' (#22691)
[14:14:43	]Igor Makarov has lost a '9mm Tabanca Mermisi' #22691.
[14:14:43	]Igor Makarov ran 'drop' on item '17rnd Usp-Şarjörü' (#21759)
[14:14:43	]Igor Makarov has lost a '17rnd Usp-Şarjörü' #21759.
[14:14:44	]Igor Makarov ran 'drop' on item '17rnd Usp-Şarjörü' (#21750)
[14:14:44	]Igor Makarov has lost a '17rnd Usp-Şarjörü' #21750.
[14:14:48	]John Freeman ran 'take' on item '9mm Tabanca Mermisi' (#22621)
[14:14:48	]John Freeman has gained a '9mm Tabanca Mermisi' #22621.
[14:14:49	]Harry David ran 'combine' on item 'Sağlık Kiti' (#20207)
[14:14:51	]John Freeman ran 'take' on item '9mm Tabanca Mermisi' (#22692)
[14:14:51	]John Freeman has gained a '9mm Tabanca Mermisi' #22692.
[14:14:52	]John Freeman ran 'take' on item '9mm Tabanca Mermisi' (#22611)
[14:14:52	]John Freeman has gained a '9mm Tabanca Mermisi' #22611.
[14:14:52	]Ford Noyer entered observer.
[14:14:52	]Harry David ran 'combine' on item 'Tıbbi Çanta' (#20208)
[14:14:53	]John Freeman ran 'take' on item '9mm Tabanca Mermisi' (#22691)
[14:14:53	]John Freeman has gained a '9mm Tabanca Mermisi' #22691.
[14:14:53	]Harry David ran 'combine' on item 'Tıbbi Çanta' (#20188)
[14:14:53	]John Freeman ran 'take' on item '9mm Tabanca Mermisi' (#22610)
[14:14:53	]John Freeman has gained a '9mm Tabanca Mermisi' #22610.
[14:14:54	]Igor Makarov has fired a toolgun with the name: remover
[14:14:54	]Igor Makarov has fired a toolgun with the name: remover
[14:14:54	]Igor Makarov has fired a toolgun with the name: remover
[14:14:55	]Igor Makarov has fired a toolgun with the name: remover
[14:14:55	]Ford Noyer exited observer at their location.
[14:14:55	]Igor Makarov has fired a toolgun with the name: remover
[14:14:55	]Igor Makarov has fired a toolgun with the name: remover
[14:14:55	]Igor Makarov has fired a toolgun with the name: remover
[14:14:55	]Igor Makarov has fired a toolgun with the name: remover
[14:14:56	]Igor Makarov has fired a toolgun with the name: remover
[14:14:56	]Igor Makarov has fired a toolgun with the name: remover
[14:14:56	]Igor Makarov has fired a toolgun with the name: remover
[14:14:56	]Igor Makarov has fired a toolgun with the name: remover
[14:14:57	]Igor Makarov has fired a toolgun with the name: remover
[14:14:57	]Igor Makarov has fired a toolgun with the name: remover
[14:14:57	]Harry David ran 'combine' on item 'Tıbbi Çanta' (#20188)
[14:14:57	]Igor Makarov has fired a toolgun with the name: remover
[14:14:57	]Igor Makarov has fired a toolgun with the name: remover
[14:14:57	]Igor Makarov has fired a toolgun with the name: remover
[14:14:58	]Igor Makarov has fired a toolgun with the name: remover
[14:14:58	]Igor Makarov has fired a toolgun with the name: remover
[14:14:58	]Igor Makarov has fired a toolgun with the name: remover
[14:14:58	]Igor Makarov has fired a toolgun with the name: remover
[14:14:58	]Igor Makarov has fired a toolgun with the name: remover
[14:14:58	]Igor Makarov has fired a toolgun with the name: remover
[14:14:59	]Igor Makarov has fired a toolgun with the name: remover
[14:14:59	]Ford Noyer ran 'EquipUn' on item 'Stunstick' (#21724)
[14:14:59	]Igor Makarov has fired a toolgun with the name: remover
[14:14:59	]Igor Makarov has fired a toolgun with the name: remover
[14:14:59	]Igor Makarov has fired a toolgun with the name: remover
[14:15:01	]Igor Makarov exited observer at their location.
[14:15:01	]Harry David ran 'combine' on item 'Tıbbi Çanta' (#20208)
[14:15:02	]Harry David ran 'drop' on item 'Dezenfektan' (#20201)
[14:15:02	]Harry David has lost a 'Dezenfektan' #20201.
[14:15:03	]Igor Makarov has fired a toolgun with the name: remover
[14:15:03	]Igor Makarov has fired a toolgun with the name: remover
[14:15:03	]Igor Makarov has fired a toolgun with the name: remover
[14:15:03	]Igor Makarov has fired a toolgun with the name: remover
[14:15:03	]Igor Makarov has fired a toolgun with the name: remover
[14:15:04	]Igor Makarov has fired a toolgun with the name: remover
[14:15:04	]Igor Makarov has fired a toolgun with the name: remover
[14:15:04	]Igor Makarov has fired a toolgun with the name: remover
[14:15:04	]Harry David ran 'take' on item 'Dezenfektan' (#20201)
[14:15:04	]Harry David has gained a 'Dezenfektan' #20201.
[14:15:04	]Igor Makarov has fired a toolgun with the name: remover
[14:15:04	]Igor Makarov has fired a toolgun with the name: remover
[14:15:05	]Igor Makarov has fired a toolgun with the name: remover
[14:15:05	]Igor Makarov has fired a toolgun with the name: remover
[14:15:05	]Igor Makarov has fired a toolgun with the name: remover
[14:15:05	]Igor Makarov has fired a toolgun with the name: remover
[14:15:05	]Igor Makarov has fired a toolgun with the name: remover
[14:15:06	]Igor Makarov has fired a toolgun with the name: remover
[14:15:06	][LOOC] John Brookly: aga kusura bakma ama ben seni sk da tutamam daha fazla.
[14:15:06	]Igor Makarov has fired a toolgun with the name: remover
[14:15:06	]Igor Makarov has fired a toolgun with the name: remover
[14:15:07	]Igor Makarov has fired a toolgun with the name: remover
[14:15:08	]Igor Makarov has fired a toolgun with the name: remover
[14:15:08	]Igor Makarov has fired a toolgun with the name: remover
[14:15:08	]Igor Makarov has fired a toolgun with the name: remover
[14:15:08	]Igor Makarov has fired a toolgun with the name: remover
[14:15:09	]Igor Makarov has fired a toolgun with the name: remover
[14:15:09	]Igor Makarov has fired a toolgun with the name: remover
[14:15:09	]Igor Makarov has fired a toolgun with the name: remover
[14:15:09	]Igor Makarov has fired a toolgun with the name: remover
[14:15:09	]Igor Makarov has fired a toolgun with the name: remover
[14:15:10	]Igor Makarov has fired a toolgun with the name: remover
[14:15:10	]Igor Makarov has fired a toolgun with the name: remover
[14:15:10	]Igor Makarov has fired a toolgun with the name: remover
[14:15:10	]Igor Makarov has fired a toolgun with the name: remover
[14:15:10	]Igor Makarov has fired a toolgun with the name: remover
[14:15:11	]Igor Makarov has fired a toolgun with the name: remover
[14:15:11	]Igor Makarov has fired a toolgun with the name: remover
[14:15:11	]Igor Makarov has fired a toolgun with the name: remover
[14:15:11	]Igor Makarov has fired a toolgun with the name: remover
[14:15:11	]Igor Makarov has fired a toolgun with the name: remover
[14:15:12	]Igor Makarov has fired a toolgun with the name: remover
[14:15:12	]Igor Makarov has fired a toolgun with the name: remover
[14:15:12	]Igor Makarov has fired a toolgun with the name: remover
[14:15:12	]Igor Makarov has fired a toolgun with the name: remover
[14:15:12	]Igor Makarov has fired a toolgun with the name: remover
[14:15:12	]Igor Makarov has fired a toolgun with the name: remover
[14:15:13	]Igor Makarov has fired a toolgun with the name: remover
[14:15:13	]Igor Makarov has fired a toolgun with the name: remover
[14:15:13	]Igor Makarov has fired a toolgun with the name: remover
[14:15:13	]Igor Makarov has fired a toolgun with the name: remover
[14:15:13	]Igor Makarov has fired a toolgun with the name: remover
[14:15:13	]Igor Makarov has fired a toolgun with the name: remover
[14:15:14	]Igor Makarov has fired a toolgun with the name: remover
[14:15:14	]Igor Makarov has fired a toolgun with the name: remover
[14:15:14	]Igor Makarov has fired a toolgun with the name: remover
[14:15:14	]Igor Makarov has fired a toolgun with the name: remover
[14:15:14	]Igor Makarov has fired a toolgun with the name: remover
[14:15:14	]Igor Makarov has fired a toolgun with the name: remover
[14:15:14	]Igor Makarov has fired a toolgun with the name: remover
[14:15:14	]Harry David ran 'combine' on item 'Tıbbi Çanta' (#20188)
[14:15:15	]Igor Makarov has fired a toolgun with the name: remover
[14:15:15	]Igor Makarov has fired a toolgun with the name: remover
[14:15:15	]Igor Makarov has fired a toolgun with the name: remover
[14:15:15	]Igor Makarov has fired a toolgun with the name: remover
[14:15:15	]Igor Makarov has fired a toolgun with the name: remover
[14:15:15	]Igor Makarov has fired a toolgun with the name: remover
[14:15:15	]Igor Makarov has fired a toolgun with the name: remover
[14:15:15	]Igor Makarov has fired a toolgun with the name: remover
[14:15:18	][LOOC] John Brookly: sürekli ölüyorsun, kaçırılıyorsun,saldırıya ugruyorsun
[14:15:21	][LOOC] John Brookly: kaç kere uyardım seni
[14:15:25	]Igor Makarov entered observer.
[14:15:30	]John Brookly used command '/PlyUnwhitelist 76 Koruma'.
[14:15:36	]John Brookly used command '/PlyUnwhitelist 76 Protection'.
[14:15:37	]Igor Makarov used command '/PanelAdd https://imgur.com/ZfoHbVa.png 0.5 80'.
[14:15:40	]John Brookly used command '/CharKick 76'.
[14:15:42	]John Brookly used command '/CharBan 11'.
[14:15:44	]Polat Kara has taken 34 damage from worldspawn.
[14:15:48	]John Brookly used command '/CharBan Victorian-11'.
[14:15:49	]John Brookly entered observer.
[14:15:52	]Igor Makarov used command '/PanelAdd https://imgur.com/ZfoHbVa.png 1'.
[14:15:54	]Ford Noyer entered observer.
[14:15:56	]John Brookly used command '/CharBan UNION-11'.
[14:15:56	]Ford Noyer exited observer at their location.
[14:16:07	]John Brookly used command '/CharBan N-11'.
[14:16:14	]John Brookly used command '/CharBan oN-11'.
[14:16:16	]Igor Makarov used command '/PanelAdd https://imgur.com/ZfoHbVa.png 3'.
[14:16:18	]John Freeman opened the 'Dropped Items' #3002 container.
[14:16:20	]John Freeman closed the 'Dropped Items' #3002 container.
[14:16:25	]John Freeman opened the 'Dropped Items' #3002 container.
[14:16:26	]John Freeman closed the 'Dropped Items' #3002 container.
[14:16:30	]Ford Noyer opened the 'Large Metal Cabinet' #2937 container.
[14:16:30	]John Freeman ran 'take' on item 'Parçalanmış Çekmece' (#22254)
[14:16:30	]John Freeman has gained a 'Parçalanmış Çekmece' #22254.
[14:16:31	]John Freeman opened the 'Dropped Items' #3002 container.
[14:16:33	]Ford Noyer has transferred a 'Stunstick' #21724 to a container with the name 'Large Metal Cabinet' #2937.
[14:16:35	]Ford Noyer has transferred a 'Combine Filter' #21730 to a container with the name 'Large Metal Cabinet' #2937.
[14:16:36	]Ford Noyer has transferred a 'Combine Filter' #21731 to a container with the name 'Large Metal Cabinet' #2937.
[14:16:36	]John Freeman closed the 'Dropped Items' #3002 container.
